loss: 2.12e+04, accuracy: 1.09e-02, num_masked: 4590, ratio_masked: 6.39e-01, diversity_loss: 2.27e-01, prob_perplex: 4.95e+02, code_perplex: 4.86e+02, num_vars: 640, temp: 2.00, backprop_loss: 2.13e+04, total_loss: 2.13e+04, steps: 500, lr: 8.33e-06, avg_loss: 2.12e+04
loss: 1.47e+04, accuracy: 2.48e-01, num_masked: 4730, ratio_masked: 6.39e-01, diversity_loss: 3.85e-01, prob_perplex: 3.93e+02, code_perplex: 3.86e+02, num_vars: 640, temp: 1.94, backprop_loss: 1.49e+04, total_loss: 1.49e+04, steps: 6000, lr: 1.00e-04, avg_loss: 1.40e+04, run_time: 1.22e+03
loss: 1.39e+04, accuracy: 2.94e-01, num_masked: 4700, ratio_masked: 6.42e-01, diversity_loss: 4.48e-01, prob_perplex: 3.54e+02, code_perplex: 3.43e+02, num_vars: 640, temp: 1.94, backprop_loss: 1.41e+04, total_loss: 1.41e+04, steps: 6500, lr: 1.08e-04, avg_loss: 1.37e+04, run_time: 1.29e+03
loss: 1.33e+04, accuracy: 2.96e-01, num_masked: 4500, ratio_masked: 6.22e-01, diversity_loss: 3.93e-01, prob_perplex: 3.89e+02, code_perplex: 3.81e+02, num_vars: 640, temp: 1.93, backprop_loss: 1.35e+04, total_loss: 1.35e+04, steps: 7000, lr: 1.17e-04, avg_loss: 1.36e+04, run_time: 1.22e+03
loss: 1.20e+04, accuracy: 3.08e-01, num_masked: 4240, ratio_masked: 6.38e-01, diversity_loss: 4.40e-01, prob_perplex: 3.59e+02, code_perplex: 3.51e+02, num_vars: 640, temp: 1.93, backprop_loss: 1.22e+04, total_loss: 1.22e+04, steps: 7500, lr: 1.25e-04, avg_loss: 1.33e+04, run_time: 1.30e+03
loss: 1.33e+04, accuracy: 3.07e-01, num_masked: 4730, ratio_masked: 6.37e-01, diversity_loss: 3.91e-01, prob_perplex: 3.90e+02, code_perplex: 3.82e+02, num_vars: 640, temp: 1.92, backprop_loss: 1.35e+04, total_loss: 1.35e+04, steps: 8000, lr: 1.33e-04, avg_loss: 1.32e+04, run_time: 1.22e+03
loss: 1.32e+04, accuracy: 2.94e-01, num_masked: 4590, ratio_masked: 6.40e-01, diversity_loss: 3.94e-01, prob_perplex: 3.88e+02, code_perplex: 3.80e+02, num_vars: 640, temp: 1.92, backprop_loss: 1.34e+04, total_loss: 1.34e+04, steps: 8500, lr: 1.42e-04, avg_loss: 1.30e+04, run_time: 1.30e+03
loss: 1.22e+04, accuracy: 3.29e-01, num_masked: 4590, ratio_masked: 6.40e-01, diversity_loss: 3.85e-01, prob_perplex: 3.94e+02, code_perplex: 3.85e+02, num_vars: 640, temp: 1.91, backprop_loss: 1.24e+04, total_loss: 1.24e+04, steps: 9000, lr: 1.50e-04, avg_loss: 1.29e+04, run_time: 1.22e+03
loss: 1.20e+04, accuracy: 3.27e-01, num_masked: 4410, ratio_masked: 6.40e-01, diversity_loss: 4.14e-01, prob_perplex: 3.75e+02, code_perplex: 3.69e+02, num_vars: 640, temp: 1.91, backprop_loss: 1.21e+04, total_loss: 1.21e+04, steps: 9500, lr: 1.58e-04, avg_loss: 1.26e+04, run_time: 1.29e+03
loss: 1.18e+04, accuracy: 3.46e-01, num_masked: 4510, ratio_masked: 6.34e-01, diversity_loss: 4.00e-01, prob_perplex: 3.84e+02, code_perplex: 3.76e+02, num_vars: 640, temp: 1.90, backprop_loss: 1.20e+04, total_loss: 1.20e+04, steps: 10000, lr: 1.67e-04, avg_loss: 1.25e+04, run_time: 1.22e+03
loss: 1.23e+04, accuracy: 3.26e-01, num_masked: 4590, ratio_masked: 6.41e-01, diversity_loss: 3.96e-01, prob_perplex: 3.86e+02, code_perplex: 3.78e+02, num_vars: 640, temp: 1.90, backprop_loss: 1.25e+04, total_loss: 1.25e+04, steps: 10500, lr: 1.75e-04, avg_loss: 1.22e+04, run_time: 1.35e+03
loss: 1.16e+04, accuracy: 3.44e-01, num_masked: 4410, ratio_masked: 6.41e-01, diversity_loss: 3.76e-01, prob_perplex: 3.99e+02, code_perplex: 3.92e+02, num_vars: 640, temp: 1.89, backprop_loss: 1.17e+04, total_loss: 1.17e+04, steps: 11000, lr: 1.83e-04, avg_loss: 1.22e+04, run_time: 1.22e+03
loss: 1.10e+04, accuracy: 3.69e-01, num_masked: 4410, ratio_masked: 6.40e-01, diversity_loss: 3.93e-01, prob_perplex: 3.88e+02, code_perplex: 3.80e+02, num_vars: 640, temp: 1.89, backprop_loss: 1.12e+04, total_loss: 1.12e+04, steps: 11500, lr: 1.92e-04, avg_loss: 1.20e+04, run_time: 1.33e+03
loss: 1.10e+04, accuracy: 3.91e-01, num_masked: 4590, ratio_masked: 6.46e-01, diversity_loss: 3.82e-01, prob_perplex: 3.96e+02, code_perplex: 3.88e+02, num_vars: 640, temp: 1.88, backprop_loss: 1.12e+04, total_loss: 1.12e+04, steps: 12000, lr: 2.00e-04, avg_loss: 1.19e+04, run_time: 1.22e+03
loss: 1.17e+04, accuracy: 3.61e-01, num_masked: 4510, ratio_masked: 6.36e-01, diversity_loss: 3.64e-01, prob_perplex: 4.07e+02, code_perplex: 4.02e+02, num_vars: 640, temp: 1.88, backprop_loss: 1.19e+04, total_loss: 1.19e+04, steps: 12500, lr: 2.08e-04, avg_loss: 1.17e+04, run_time: 1.32e+03
loss: 1.20e+04, accuracy: 3.75e-01, num_masked: 4700, ratio_masked: 6.41e-01, diversity_loss: 3.81e-01, prob_perplex: 3.96e+02, code_perplex: 3.89e+02, num_vars: 640, temp: 1.87, backprop_loss: 1.22e+04, total_loss: 1.22e+04, steps: 13000, lr: 2.17e-04, avg_loss: 1.17e+04, run_time: 1.22e+03
loss: 1.11e+04, accuracy: 3.70e-01, num_masked: 4500, ratio_masked: 6.39e-01, diversity_loss: 3.86e-01, prob_perplex: 3.93e+02, code_perplex: 3.83e+02, num_vars: 640, temp: 1.87, backprop_loss: 1.13e+04, total_loss: 1.13e+04, steps: 13500, lr: 2.25e-04, avg_loss: 1.16e+04, run_time: 1.34e+03
loss: 1.05e+04, accuracy: 4.00e-01, num_masked: 4410, ratio_masked: 6.45e-01, diversity_loss: 3.86e-01, prob_perplex: 3.93e+02, code_perplex: 3.86e+02, num_vars: 640, temp: 1.86, backprop_loss: 1.07e+04, total_loss: 1.07e+04, steps: 14000, lr: 2.33e-04, avg_loss: 1.15e+04, run_time: 1.22e+03
loss: 1.09e+04, accuracy: 3.97e-01, num_masked: 4620, ratio_masked: 6.52e-01, diversity_loss: 3.61e-01, prob_perplex: 4.09e+02, code_perplex: 4.02e+02, num_vars: 640, temp: 1.86, backprop_loss: 1.11e+04, total_loss: 1.11e+04, steps: 14500, lr: 2.42e-04, avg_loss: 1.13e+04, run_time: 1.31e+03
loss: 1.09e+04, accuracy: 4.21e-01, num_masked: 4730, ratio_masked: 6.37e-01, diversity_loss: 3.72e-01, prob_perplex: 4.02e+02, code_perplex: 3.95e+02, num_vars: 640, temp: 1.86, backprop_loss: 1.11e+04, total_loss: 1.11e+04, steps: 15000, lr: 2.50e-04, avg_loss: 1.13e+04, run_time: 1.22e+03
loss: 1.14e+04, accuracy: 3.94e-01, num_masked: 4700, ratio_masked: 6.41e-01, diversity_loss: 3.49e-01, prob_perplex: 4.16e+02, code_perplex: 4.09e+02, num_vars: 640, temp: 1.85, backprop_loss: 1.15e+04, total_loss: 1.15e+04, steps: 15500, lr: 2.58e-04, avg_loss: 1.10e+04, run_time: 1.31e+03
loss: 1.03e+04, accuracy: 4.10e-01, num_masked: 4410, ratio_masked: 6.41e-01, diversity_loss: 3.78e-01, prob_perplex: 3.98e+02, code_perplex: 3.92e+02, num_vars: 640, temp: 1.85, backprop_loss: 1.05e+04, total_loss: 1.05e+04, steps: 16000, lr: 2.67e-04, avg_loss: 1.11e+04, run_time: 1.22e+03
loss: 1.09e+04, accuracy: 3.98e-01, num_masked: 4590, ratio_masked: 6.40e-01, diversity_loss: 3.58e-01, prob_perplex: 4.11e+02, code_perplex: 4.03e+02, num_vars: 640, temp: 1.84, backprop_loss: 1.10e+04, total_loss: 1.10e+04, steps: 16500, lr: 2.75e-04, avg_loss: 1.11e+04, run_time: 1.22e+03
loss: 1.06e+04, accuracy: 4.07e-01, num_masked: 4590, ratio_masked: 6.41e-01, diversity_loss: 4.06e-01, prob_perplex: 3.80e+02, code_perplex: 3.70e+02, num_vars: 640, temp: 1.84, backprop_loss: 1.08e+04, total_loss: 1.08e+04, steps: 17000, lr: 2.83e-04, avg_loss: 1.09e+04, run_time: 1.30e+03
loss: 1.11e+04, accuracy: 3.97e-01, num_masked: 4620, ratio_masked: 6.41e-01, diversity_loss: 3.83e-01, prob_perplex: 3.95e+02, code_perplex: 3.88e+02, num_vars: 640, temp: 1.83, backprop_loss: 1.13e+04, total_loss: 1.13e+04, steps: 17500, lr: 2.92e-04, avg_loss: 1.09e+04, run_time: 1.22e+03
loss: 1.06e+04, accuracy: 4.26e-01, num_masked: 4400, ratio_masked: 5.95e-01, diversity_loss: 3.53e-01, prob_perplex: 4.14e+02, code_perplex: 4.07e+02, num_vars: 640, temp: 1.83, backprop_loss: 1.08e+04, total_loss: 1.08e+04, steps: 18000, lr: 3.00e-04, avg_loss: 1.08e+04, run_time: 1.29e+03
loss: 1.04e+04, accuracy: 4.27e-01, num_masked: 4700, ratio_masked: 6.40e-01, diversity_loss: 3.59e-01, prob_perplex: 4.10e+02, code_perplex: 4.03e+02, num_vars: 640, temp: 1.82, backprop_loss: 1.05e+04, total_loss: 1.05e+04, steps: 18500, lr: 3.08e-04, avg_loss: 1.08e+04, run_time: 1.22e+03
loss: 1.16e+04, accuracy: 3.99e-01, num_masked: 4810, ratio_masked: 6.54e-01, diversity_loss: 3.48e-01, prob_perplex: 4.17e+02, code_perplex: 4.10e+02, num_vars: 640, temp: 1.82, backprop_loss: 1.17e+04, total_loss: 1.17e+04, steps: 19000, lr: 3.17e-04, avg_loss: 1.07e+04, run_time: 1.34e+03
loss: 9.67e+03, accuracy: 4.58e-01, num_masked: 4590, ratio_masked: 6.46e-01, diversity_loss: 3.67e-01, prob_perplex: 4.05e+02, code_perplex: 3.99e+02, num_vars: 640, temp: 1.81, backprop_loss: 9.84e+03, total_loss: 9.84e+03, steps: 19500, lr: 3.25e-04, avg_loss: 1.06e+04, run_time: 1.22e+03
loss: 1.05e+04, accuracy: 4.21e-01, num_masked: 4680, ratio_masked: 6.36e-01, diversity_loss: 3.57e-01, prob_perplex: 4.12e+02, code_perplex: 4.04e+02, num_vars: 640, temp: 1.81, backprop_loss: 1.07e+04, total_loss: 1.07e+04, steps: 20000, lr: 3.33e-04, avg_loss: 1.05e+04, run_time: 1.31e+03
loss: 1.04e+04, accuracy: 4.11e-01, num_masked: 4590, ratio_masked: 6.40e-01, diversity_loss: 3.64e-01, prob_perplex: 4.07e+02, code_perplex: 3.99e+02, num_vars: 640, temp: 1.81, backprop_loss: 1.06e+04, total_loss: 1.06e+04, steps: 20500, lr: 3.42e-04, avg_loss: 1.05e+04, run_time: 1.22e+03
loss: 9.67e+03, accuracy: 4.66e-01, num_masked: 4700, ratio_masked: 6.40e-01, diversity_loss: 3.72e-01, prob_perplex: 4.02e+02, code_perplex: 3.95e+02, num_vars: 640, temp: 1.80, backprop_loss: 9.85e+03, total_loss: 9.85e+03, steps: 21000, lr: 3.50e-04, avg_loss: 1.04e+04, run_time: 1.33e+03
loss: 1.02e+04, accuracy: 4.07e-01, num_masked: 4410, ratio_masked: 6.42e-01, diversity_loss: 3.98e-01, prob_perplex: 3.85e+02, code_perplex: 3.78e+02, num_vars: 640, temp: 1.80, backprop_loss: 1.03e+04, total_loss: 1.03e+04, steps: 21500, lr: 3.58e-04, avg_loss: 1.04e+04, run_time: 1.22e+03
loss: 9.77e+03, accuracy: 4.62e-01, num_masked: 4700, ratio_masked: 6.40e-01, diversity_loss: 3.78e-01, prob_perplex: 3.98e+02, code_perplex: 3.91e+02, num_vars: 640, temp: 1.80, backprop_loss: 9.94e+03, total_loss: 9.94e+03, steps: 21000, lr: 3.50e-04, avg_loss: 1.04e+04
